osmid,x,y,total_CYD
98286233,-81.912105,26.4316748,0.0
98291437,-81.893067,26.406002,0.0
98291458,-81.890333,26.40627,0.0
98313024,-81.89514,26.419287,0.0
98315980,-81.895124,26.40765,0.0
98315994,-81.8944768,26.4080993,0.0
98315998,-81.893942,26.406458,0.0
98316007,-81.894066,26.406527,0.0
98316112,-81.8987379,26.4200845,0.0
98317275,-81.90816,26.429341,0.0
98329901,-81.900298,26.424095,0.0
98379275,-81.912099,26.430994,0.0
98388518,-81.890568,26.405328,0.0
98397814,-81.914733,26.436666,0.0
98400774,-81.9121318,26.4328927,0.0
98400778,-81.912123,26.433071,0.0
98416001,-81.9060979,26.4233454,0.0
98420994,-81.905671,26.425485,0.0
98421825,-81.910223,26.430401,0.0
98421833,-81.908923,26.430985,0.0
98428988,-81.9051523,26.4240411,0.0
98428992,-81.902807,26.425754,0.0
98431359,-81.90914,26.430056,0.0
98440048,-81.908382,26.425036,0.0
98490148,-81.909094,26.43224,0.0
98490196,-81.908946,26.432149,0.0
98490217,-81.908011,26.432311,0.0
98504727,-81.9009614,26.4119186,0.0
98504747,-81.9009407,26.411843,0.0
98516965,-81.9126202,26.4328824,0.0
98538693,-81.8999483,26.4200814,0.0
98550561,-81.91865,26.434986,0.0
98558374,-81.915656,26.437147,0.0
98560201,-81.907998,26.429324,0.0
98565023,-81.905493,26.425469,0.0
98580739,-81.8963966,26.4202244,0.0
1335983161,-81.906199,26.422994,0.0
1335983164,-81.9052548,26.4231484,0.0
1335983167,-81.9059811,26.4228021,0.0
1335983169,-81.905652,26.4228343,0.0
1335983175,-81.9048436,26.4231214,0.0
1335983177,-81.9053602,26.4232705,0.0
1335983179,-81.9057624,26.4229646,0.0
1387634859,-81.9023122,26.4159553,0.0
1387634866,-81.9015149,26.4162967,0.0
1387634867,-81.9012646,26.4163693,0.0
1387634872,-81.9017534,26.4170233,0.0
1387634873,-81.9025344,26.4170254,0.0
1387634874,-81.901522,26.4170568,0.0
1387634887,-81.9057548,26.4225552,0.0
1387634893,-81.9057857,26.4227285,0.0
1387634904,-81.9055801,26.4228912,0.0
1387637810,-81.904094,26.4219942,0.0
1387637811,-81.9038304,26.4221175,0.0
1390578781,-81.904142,26.4225292,0.0
1390578786,-81.9045054,26.4230508,0.0
1390578792,-81.9043382,26.4232349,0.0
1390578798,-81.9045607,26.4234512,0.0
1390589090,-81.9046956,26.4216814,0.0
1390589102,-81.9049483,26.4220778,0.0
1390589103,-81.9044404,26.4221855,0.0
1390589104,-81.9042837,26.4222778,0.0
1412670487,-81.9126647,26.4317455,0.0
1620821904,-81.8769002,26.4050248,0.0
1621351072,-81.8753792,26.4037721,0.0
1623448481,-81.8715112,26.4023697,0.0
1623448491,-81.8704571,26.4013486,0.0
1623448499,-81.8719609,26.4019283,0.0
1769035619,-81.9059537,26.4245528,0.0
1769035621,-81.9059228,26.424518,0.0
1775637503,-81.8775861,26.4044233,0.0
1775637523,-81.8769069,26.4053612,0.0
1775637525,-81.8762313,26.4058121,0.0
1775637529,-81.8769378,26.4045478,0.0
1775637532,-81.8754457,26.4060161,0.0
1775637536,-81.8772536,26.404916,0.0
1775637539,-81.8770491,26.4049792,0.0
1775637585,-81.8769731,26.4058445,0.0
1775637594,-81.8768768,26.4054304,0.0
1775637604,-81.8773474,26.4060713,0.0
1775637606,-81.8772876,26.4055816,0.0
1775637643,-81.8764461,26.4062251,0.0
1775637647,-81.8771382,26.4054462,0.0
1775637661,-81.8763925,26.4047429,0.0
1775637671,-81.8771057,26.4055201,0.0
1775637673,-81.8770684,26.4058079,0.0
1775637700,-81.8753733,26.4058695,0.0
1775637709,-81.876059,26.405792,0.0
1775637710,-81.8762664,26.4061602,0.0
1775637729,-81.8769273,26.4051684,0.0
1775637748,-81.8758307,26.4043155,0.0
1775637759,-81.87625,26.4060762,0.0
1775637768,-81.8761959,26.4057813,0.0
1775637793,-81.8771247,26.4058719,0.0
1775637803,-81.8772163,26.404928,0.0
1775637817,-81.8774572,26.4048642,0.0
1775763042,-81.8910915,26.4106046,0.0
1775763043,-81.8936589,26.4119013,0.0
1775763045,-81.8940607,26.4131101,0.0
1775763047,-81.8921032,26.4110555,0.0
1775763066,-81.8936911,26.4120526,0.0
1775763075,-81.8939051,26.4126945,0.0
1775763083,-81.8942851,26.4132065,0.0
1775763089,-81.893814,26.4116428,0.0
1775763090,-81.895037,26.4140037,0.0
1775763099,-81.8965968,26.4116037,0.0
1775763103,-81.8944076,26.4135685,0.0
1775763107,-81.894505,26.4136838,0.0
1775763110,-81.8988779,26.4114718,0.0
1775763115,-81.8948042,26.4117858,0.0
1775763126,-81.894131,26.4118749,0.0
1775763132,-81.8979216,26.4102621,0.0
1775763133,-81.8942624,26.4123096,0.0
